dx,dy,mode
3.7,-25.9,1
6.5,-312.9,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
323.4,-361.0,1
377.9,-292.1,1
117.4,-297.7,1
-136.8,-304.0,1
-244.6,-223.9,1
0.0,0.0,1
0.0,0.0,1
-295.2,85.0,1
-240.5,162.3,1
-170.9,179.0,1
-11.5,221.4,1
177.9,216.6,1
349.8,179.3,1
453.9,66.6,1
426.1,-16.6,1
293.7,-100.8,1
114.0,-153.3,1
-117.7,-186.4,1
-464.7,-204.5,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-637.9,133.8,1
-510.2,134.1,1
-211.7,166.0,1
7.4,247.3,1
228.8,304.0,1
595.1,363.5,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
749.8,-339.2,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
701.0,-192.3,1
545.5,-177.0,1
356.1,-184.2,1
143.9,-182.1,1
-82.0,-185.2,1
-384.7,-173.0,1
-679.3,-117.0,1
0.0,0.0,1
0.0,0.0,1
-557.2,159.4,1
-407.1,331.6,1
-305.1,414.5,1
-95.9,459.8,1
518.0,452.2,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
661.2,-192.1,1
565.9,-178.2,1
393.2,-130.5,1
212.7,-141.4,1
63.3,-128.4,1
-52.7,-120.3,1
-144.0,-78.7,1
-141.8,8.1,1
-85.3,130.9,1
44.7,217.2,1
202.2,234.8,1
300.3,205.3,1
364.6,169.3,1
326.3,74.6,1
252.4,27.6,1
158.3,-42.3,1
36.1,-136.2,1
-89.8,-212.9,1
-197.1,-255.0,1
-176.6,-209.8,1
-109.2,-76.5,1
18.9,20.6,1
123.9,90.0,1
163.3,146.0,1
111.2,135.9,1
42.2,102.5,1
-7.0,69.2,1
-17.8,-1.9,1
54.2,-95.3,1
156.7,-183.7,1
266.9,-238.8,1
270.0,-175.6,1
-235.3,-94.5,1
-508.1,-42.4,1
0.0,0.0,1
-731.3,35.6,1
-610.5,85.5,1
-450.0,131.6,1
-276.0,122.8,1
-49.8,128.8,1
200.6,191.8,1
448.5,247.9,1
549.8,250.4,1
506.6,212.0,1
415.4,148.5,1
290.8,47.8,1
189.4,-33.4,1
147.1,-149.8,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-142.2,-259.0,1
-265.7,-272.1,1
-337.2,-240.9,1
-324.0,-155.5,1
-210.9,-50.7,1
-36.4,74.5,1
765.9,154.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
307.1,-89.9,1
330.1,-129.2,1
244.0,-99.8,1
62.5,7.9,1
-134.3,74.7,1
-320.2,141.2,1
-680.9,224.0,1
-668.8,193.7,1
-546.0,138.2,1
-328.7,57.5,1
-57.1,-90.8,1
257.5,-132.2,1
561.2,-150.6,1
752.5,-138.7,1
648.6,-86.9,1
324.8,-76.6,1
-11.3,-28.5,1
-413.3,-43.1,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-578.1,361.3,1
-589.7,330.4,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-536.4,74.7,1
-465.8,-6.0,1
0.0,0.0,1
-210.9,-61.1,1
-63.7,-86.4,1
-43.5,-73.5,1
39.8,-61.1,1
149.7,-20.7,1
236.7,56.2,1
288.8,141.6,1
279.6,142.0,1
218.8,112.7,1
131.3,61.6,1
0.0,0.0,1
-33.1,-5.2,1
-110.5,-15.6,1
-101.0,-33.6,1
-10.0,-41.4,1
101.3,24.5,1
217.9,51.9,1
283.3,126.5,1
284.0,144.9,1
183.8,146.1,1
29.4,91.1,1
-184.8,86.5,1
-407.7,96.3,1
-511.8,71.8,1
-457.7,63.0,1
-309.5,42.7,1
-2.3,31.5,1
690.3,125.8,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
637.6,-47.8,1
68.1,-31.4,1
-72.3,-111.0,1
-301.8,-187.8,1
-566.0,-251.8,1
-580.6,-232.6,1
-389.0,-147.8,1
-76.9,-44.3,1
213.0,39.3,1
498.6,110.0,1
0.0,0.0,1
500.0,136.8,1
203.3,90.3,1
20.6,77.4,1
-203.8,58.7,1
-403.6,-2.8,1
-415.5,-117.0,1
4.5,-107.5,1
270.7,-124.0,1
476.6,-68.7,1
559.1,-11.1,1
457.8,36.4,1
282.0,50.1,1
12.7,46.3,1
-357.4,24.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-654.9,-90.7,1
-290.9,-75.6,1
-14.9,-22.5,1
136.9,65.7,1
381.4,170.1,1
601.7,254.6,1
640.6,265.9,1
487.7,167.9,1
299.0,42.8,1
-87.9,-71.4,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-557.1,-264.6,1
-419.0,-248.6,1
-282.5,-223.1,1
-42.3,-185.5,1
175.7,-94.3,1
236.8,-51.8,1
338.1,174.5,1
177.2,210.5,1
-6.5,231.4,1
-251.2,184.0,1
-471.9,111.7,1
-519.2,-14.5,1
-332.1,-29.6,1
-29.9,-55.4,1
373.3,-59.7,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
652.8,242.1,1
369.0,248.9,1
188.4,162.5,1
-236.6,70.1,1
0.0,0.0,1
-750.7,-105.0,1
-638.8,-120.2,1
-484.7,-109.8,1
-174.4,-65.9,1
117.9,-2.5,1
424.2,41.6,1
594.5,68.0,1
472.9,77.1,1
245.6,67.4,1
20.1,26.1,1
-205.3,9.3,1
-363.3,-55.2,1
-395.2,-70.1,1
-219.9,-61.9,1
-14.6,-36.2,1
223.2,-3.4,1
401.3,62.2,1
374.6,156.1,1
184.1,190.9,1
-48.6,170.2,1
-337.4,176.0,1
-597.2,136.0,1
0.0,0.0,1
-392.0,26.7,1
131.7,-2.9,1
378.9,-27.1,1
625.6,-75.2,1
556.0,-163.7,1
336.5,-267.2,1
-18.7,-261.0,1
-373.6,-244.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-649.9,164.6,1
-487.9,240.2,1
-276.4,261.7,1
-14.3,242.0,1
294.5,219.8,1
629.6,112.9,1
724.0,-39.7,1
472.6,-106.3,1
144.9,-165.8,1
-243.7,-166.6,1
-747.2,-223.9,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-670.0,62.2,1
-544.7,101.8,1
-360.8,117.7,1
-103.9,126.1,1
181.3,94.4,1
472.6,97.4,1
602.9,49.3,1
235.2,28.4,1
0.0,0.0,1
-250.4,-30.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
-318.0,-106.8,1
-234.2,-117.5,1
-208.3,-51.7,1
-122.4,46.1,1
-10.6,114.6,1
136.6,150.5,1
242.4,171.3,1
228.0,48.7,1
100.2,-12.1,1
-140.7,-138.9,1
-340.0,-264.2,1
-450.0,-278.9,1
-289.7,-213.0,1
42.0,-93.6,1
377.6,32.6,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
642.5,443.4,1
326.2,414.9,1
256.8,446.3,1
80.4,303.9,1
-127.9,13.4,1
-312.7,-257.3,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
0.0,0.0,1
